img_link,name,rating,price
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_iphone-13-512-gb-midnight-240686687-vt4fk.png,"iPhone 13 (512 GB, Midnight)",45,"1,09,900"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_oneplus-9r-5g-ram-8-gb-128-gb-carbon-black-223007388-clw53.png,"OnePlus 9R 5G (RAM 8 GB, 128 GB, Ca ...",43,"39,999"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_iphone-13-512-gb-midnight-240686687-vt4fk.png,"iPhone 13 (512 GB, Midnight)",45,"1,09,900"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_oneplus-9r-5g-ram-8-gb-128-gb-carbon-black-223007388-clw53.png,"OnePlus 9R 5G (RAM 8 GB, 128 GB, Ca ...",43,"39,999"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_iphone-13-mini-256-gb-blue-240686668-x62jh.png,"iPhone 13 mini (256 GB, Blue)",25,"79,900"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_galaxy-s21-ultra-5g-ram-12-gb-256-gb-phantom-silver-220004299-6ljos.jpg,Samsung Galaxy S21 Ultra 5G (RAM 12 ...,43,"1,05,999"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_iphone-12-64-gb-black-210955231-ato1a.jpg,"iPhone 12 (64 GB, Black)",41,"79,990"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_oneplus-9r-5g-ram-12-gb-256-gb-lake-blue-223007389-kketx.png,"OnePlus 9R 5G (RAM 12 GB, 256 GB, L ...",42,"43,999"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_iphone-12-pro-128-gb-gold-210955248-dwxt0.jpg,"iPhone 12 Pro (128 GB, Gold)",40,"1,19,900"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_8t-ram-12-gb-256-gb-lunar-silver-210956769-qvn93.png,"OnePlus 8T (RAM 12 GB, 256 GB, Luna ...",40,"45,999"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_samsung-galaxy-note-20-mystic-green-195552830-4x5h4.jpg,"Samsung Galaxy Note 20 (RAM 8 GB, 2 ...",31,"86,000"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_oneplus-8-184491735-k5e8r.png,"OnePlus 8 (RAM 8 GB, 128 GB, Glacia ...",42,"44,999"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_samsung-galaxy-m12-ram-6-gb-128-gb-white-224599288-4fhln.jpg,"Samsung Galaxy M12 (RAM 6 GB, 128 G ...",41,"15,499"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_kfc-mobile-phone-27-08-2020-7-196761108-b4yli.jpg,"Realme 7 (RAM 6 GB, 64 GB, Mist Blu ...",38,"14,999"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_iphone-se-2020-64-gb-black-184491747-x5il5.jpg,"iPhone SE 2020 (64 GB, Black)",42,"39,900"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_samsung-galaxy-note-20-ultra-mystic-black-195552833-m59cc.jpg,Samsung Galaxy Note 20 Ultra 5G (RA ...,45,"1,16,000"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_reno-4-pro-184554390-xish3.jpg,"Oppo Reno 4 Pro (RAM 8 GB, 128 GB, ...",43,"37,990"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_nord-184542386-xv3o4.jpg,"OnePlus Nord (RAM 8 GB, 128 GB, Gre ...",41,"27,999"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_galaxy-m31s-ram-8-gb-128-gb-mirage-blue-190503640-y8d68.jpg,"Samsung Galaxy M31s (RAM 8 GB, 128 ...",41,"26,748"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_mi-10-ram-8-gb-128-gb-twilight-grey-184491765-tgtbj.jpg,"Mi 10 (RAM 8 GB, 128 GB, Twilight G ...",42,"54,900"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_note-9-pro-ram-6-gb-128-gb-aurora-blue-183690521-jf649.jpg,"Redmi Note 9 Pro (RAM 6 GB, 128 GB, ...",43,"19,999"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_oppo-reno-3-pro-ram-8-gb-128-gb-sky-white-180250842-eh7z4.jpg,"Oppo Reno 3 Pro (RAM 8 GB, 128 GB, ...",41,"32,990"
https://content.jdmagicbox.com/quickquotes/images_tmb_rev/tmb_rev_galaxy-m31-ram-6-gb-128-gb-ocean-blue-182660202-vtyfe.jpg,"Samsung Galaxy M31 (RAM 6 GB, 128 G ...",41,"19,968"
